"Convenio","Libro","Titulo","Tituloconveniocorto","Objeto","Consejeria","Organismojunta","Descripcioncompetencia","Modofinanciacion","Cantidadjunta","Importetotal","Actividadescomprometidasjunta","Finicial","Ffinal","Prorrogable","Condicionesvigencia","Ffirma","Lugarfirma","FpublicacionDOE","FpublicacionBOE"
"20190477","Corporaciones Locales","","ADENDA DIPUTACIONES GESTIÓN PATRIMONIO INMOBILIARI","De conformidad con lo previsto en el artículo 49 h) de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, y al amparo de lo establecido en la cláusula Octava del Convenio suscrito con fecha 2 de enero de 2019, se prorroga la vigencia del mismo desde el 1 de enero de 2020 hasta el 31 de diciembre de 2022","Movilidad, Transporte y Vivienda","","atribuye a la Consejería de Movilidad, Transporte y Vivienda las competencias en materia de vivienda anteriormente ejercidas por la Consejería de Sanidad y Políticas Sociales,","La cantidad a percibir como retribución de la gestión de los Organismos Autónomos de Recaudación y Gestión Tributaria de las Diputaciones Provinciales se estima en un total de 2.310.000 euros, a razón de 770.000 euros en cada una de las anualidades 2020, 2021 y 2022, a repartir entre dichos Organismos Autónomos en función de la recaudación realizada por cada uno de ellos, y se hará efectiva de la forma prevista en la cláusula Tercera del Convenio, referida a los Compromisos de la Consejería, imputándose a la aplicación presupuestaria 11.04.261A.227.99.","2310000.0000",".0000","","2020-01-01","2022-12-31","0","De conformidad con lo previsto en el artículo 49 h) de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, y al amparo de lo establecido en la cláusula Octava del Convenio suscrito con fecha 2 de enero de 2019, se prorroga la vigencia del mismo desde el 1 de enero de 2020 hasta el 31 de diciembre de 2022","2019-12-30","Mérida","2020-03-04",""
"20190478","Corporaciones Locales","","ADENDA VALVERDE BURGUILLOS VALOR PATRIMONIO RUR","Queda prorrogado el Convenio suscrito el 9 de abril entre la Consejería de Agricultura, Desarrollo Rural, Población y Territorio y el Ayuntamiento de Valverde de Burguillos, por el que se concede al Ayuntamiento de Valverde de Burguillos una ayuda directa para el estudio y definición de estrategias para la puesta en valor del patrimonio rural como motor de desarrollo local, hasta el 31 de Diciembre de 2019, quedando la misma condicionada a la existencia de crédito adecuado y suficiente en el próximo presupuesto.","Consejería de Agricultura, Desarrollo Rural, Población y Territorio","","","",".0000",".0000","","2019-10-31","2019-12-31","0","Queda prorrogado el Convenio suscrito el 9 de abril entre la Consejería de Agricultura, Desarrollo Rural, Población y Territorio y el Ayuntamiento de Valverde de Burguillos, por el que se concede al Ayuntamiento de Valverde de Burguillos una ayuda directa para el estudio y definición de estrategias para la puesta en valor del patrimonio rural como motor de desarrollo local, hasta el 31 de Diciembre de 2019, quedando la misma condicionada a la existencia de crédito adecuado y suficiente en el próximo presupuesto.","2019-09-16","Mérida","2019-11-14",""
"20190479","Corporaciones Locales","","ADENDA VALVERDE BURGUILLOS VALOR PATRIMONIO RUR","Queda prorrogado el Convenio suscrito el 9 de abril entre la Consejería de Agricultura, Desarrollo Rural, Población y Territorio y el Ayuntamiento de Valverde de Burguillos, por el que se concede al Ayuntamiento de Valverde de Burguillos una ayuda directa para el estudio y definición de estrategias para la puesta en valor del patrimonio rural como motor de desarrollo local, hasta el 30 de abril de 2020, quedando la misma condicionada a la existencia de crédito adecuado y suficiente en el próximo presupuesto","Consejería de Agricultura, Desarrollo Rural, Población y Territorio","","","",".0000",".0000","","2020-01-01","2020-04-30","0","Queda prorrogado el Convenio suscrito el 9 de abril entre la Consejería de Agricultura, Desarrollo Rural, Población y Territorio y el Ayuntamiento de Valverde de Burguillos, por el que se concede al Ayuntamiento de Valverde de Burguillos una ayuda directa para el estudio y definición de estrategias para la puesta en valor del patrimonio rural como motor de desarrollo local, hasta el 30 de abril de 2020, quedando la misma condicionada a la existencia de crédito adecuado y suficiente en el próximo presupuesto","2019-12-17","Mérida","2020-02-25",""
"20190480","Corporaciones Locales","","ADENDA PRÓRROGA ALMENDRALEJO SERVICIOS SOCIALES","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de ALMENDRALEJO, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2020 asciende a la cantidad de Doscientos Treinta y Cuatro Mil Trescientos Veinticinco Euros con Veintiocho Céntimos (234.325,28 ?), para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de Doscientos Diez Mil Ochocientos Noventa y Dos Euros con Setenta y Cinco Céntimos (210.892,75 ?), correspondiente al 90% de la financiación de la misma, y al Ayuntamiento la cantidad de Veintitrés Mil Cuatrocientos Treinta y Dos Euros con Cincuenta y Tres Céntimos (23.432,53 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo de la presente prórroga. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga, se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2020, aplicación presupuestaria 11.03.252B.460.00 superproyecto de gasto 2006.14.004.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002. 0007.00 ?Otras prestaciones básicas de servicios sociales?.","210892.7500","23432.5300","La Consejería de Sanidad y Servicios Sociales aportará la cantidad de Doscientos Diez Mil Ochocientos Noventa y Dos Euros con Setenta y Cinco Céntimos (210.892,75 ?),","2020-01-01","2020-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de ALMENDRALEJO, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","2019-12-20","Mérida","2020-03-13",""
"20190481","Corporaciones Locales","","ADENDA PRÓRROGA DON BENITO SERVICIOS SOCIALES","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de DON BENITO, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2020 asciende a la cantidad de Doscientos Sesenta y Siete Mil Ochocientos Euros con Treinta y Dos Céntimos (267.800,32 ?), para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de Doscientos Cuarenta y Un Mil Veinte Euros con Veintinueve Céntimos (241.020,29 ?), correspondiente al 90% de la financiación de la misma, y al Ayuntamiento la cantidad de Veintiséis Mil Setecientos Ochenta Euros con Tres Céntimos (26.780,03 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo de la presente prórroga. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga, se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2020, aplicación presupuestaria 11.03.252B.460.00 superproyecto de gasto 2006.14.004.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002. 0007.00 ?Otras prestaciones básicas de servicios sociales?.","241020.2900","26780.0300","La Consejería de Sanidad y Servicios Sociales aportará la cantidad de Doscientos Cuarenta y Un Mil Veinte Euros con Veintinueve Céntimos (241.020,29 ?)","2020-01-01","2020-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de DON BENITO, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","2019-12-20","Mérida","2020-03-13",""
"20190482","Corporaciones Locales","","ADENDA PRÓRROGA MÉRIDA SERVICIOS SOCIALES","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de MERIDA, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2020 asciende a la cantidad de Trescientos Treinta y Cuatro Mil Setecientos Cincuenta Euros con Cuarenta Céntimos (334.750,40 ?), para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de Trescientos Un Mil Doscientos Setenta y Cinco Euros con Treinta y Seis Céntimos (301.275,36 ?), correspondiente al 90% de la financiación de la misma, y al Ayuntamiento la cantidad de Treinta y Tres Mil Cuatrocientos Setenta y Cinco Euros con Cuatro Céntimos (33.475,04 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo de la presente prórroga. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga, se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2020, aplicación presupuestaria 11.03.252B.460.00 superproyecto de gasto 2006.14.004.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002. 0007.00 ?Otras prestaciones básicas de servicios sociales?.","301275.3600","33475.0400","La Consejería de Sanidad y Servicios Sociales aportará la cantidad de Trescientos Un Mil Doscientos Setenta y Cinco Euros con Treinta y Seis Céntimos (301.275,36 ?)","2020-01-01","2020-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de MERIDA, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","2019-12-20","Mérida","2020-03-13",""
"20190483","Corporaciones Locales","","ADENDA PRÓRROGA TRUJILLO SERVICIOS SOCIALES","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de TRUJILLO, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2020 asciende a la cantidad de Cien Mil Cuatrocientos Veinticinco Euros con Doce Céntimos ( 100.425,12 ?) , para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de Noventa y Nueve Mil Cuatrocientos Veinte Euros con Ochenta y Siete Céntimos (99.420,87 ?), correspondiente al 99% de la financiación de la misma, y al Ayuntamiento la cantidad de Mil Cuatro Euros con Veinticinco Céntimos (1.004,25 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo de la presente prórroga. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga, se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2020, aplicación presupuestaria 11.03.252B.460.00 superproyecto de gasto 2006.14.004.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002. 0007.00 ?Otras prestaciones básicas de servicios sociales?.","99420.8700","1004.2500","La Consejería de Sanidad y Servicios Sociales aportará la cantidad de Noventa y Nueve Mil Cuatrocientos Veinte Euros con Ochenta y Siete Céntimos (99.420,87 ?)","2020-01-01","2020-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de TRUJILLO, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","2019-12-20","Mérida","2020-03-13",""
"20190484","Corporaciones Locales","","ADENDA PRÓRROGA VILLANUEVA SERENA SERVICIOS SOCIAL","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de VILLANUEVA DE LA SERENA, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica.","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2020 asciende a la cantidad de Doscientos Mil Ochocientos Cincuenta Euros con Veinticuatro Céntimos (200.850,24 ?), para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de Ciento Ochenta Mil Setecientos Sesenta y Cinco Euros con Veintiún Céntimos (180.765,21 ?), correspondiente al 90% de la financiación de la misma, y al Ayuntamiento la cantidad de Veinte Mil Ochenta y Cinco Euros con Tres Céntimos (20.085,03 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo de la presente prórroga. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga, se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2020, aplicación presupuestaria 11.03.252B.460.00 superproyecto de gasto 2006.14.004.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002. 0007.00 ?Otras prestaciones básicas de servicios sociales?.","180765.2100","20085.0300","","2020-01-01","2020-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de VILLANUEVA DE LA SERENA, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","2019-12-30","Mérida","2020-03-16",""
"20190485","Corporaciones Locales","","ADENDA PRÓRROGA IMSS BADAJOZ SERVICIOS SOCIALES","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Instituto Municipal de Servicios Sociales del Ayuntamiento de Badajoz, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2020 asciende a la cantidad seiscientos sesenta y nueve mil quinientos euros con ochenta céntimos (669.500,80 ?), para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de seiscientos dos mil quinientos cincuenta euros con setenta y dos céntimos (602.550,72 ?), correspondiente al 90% de la financiación de la misma, y el Instituto Municipal de Servicios Sociales del Ayuntamiento de Badajoz la cantidad de sesenta y seis mil novecientos cincuenta euros con ocho céntimos (66.950,08 ?), correspondiente a la diferencia hasta alcanzar el 100% de la financiación de la misma, conforme al presupuesto que se detalla en el anexo de la presente prórroga. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2020, aplicación presupuestaria 11.03.252B.460.00 superproyecto de gasto 2006.14.004.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002.0007.00 ?Otras prestaciones básicas de servicios sociales?.","602550.7200","66950.0800","La Consejería de Sanidad y Servicios Sociales aportará la cantidad de seiscientos dos mil quinientos cincuenta euros con setenta y dos céntimos (602.550,72 ?)","2020-01-01","2020-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Instituto Municipal de Servicios Sociales del Ayuntamiento de Badajoz, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","2019-12-20","Mérida","2020-03-12",""
"20190486","Corporaciones Locales","","ADENDA PRÓRROGA PLASENCIA SERVICIOS SOCIALES","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de PLASENCIA, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","Sanidad y Políticas Sociales","SEPAD","","La financiación de la presente prórroga para el año 2020 asciende a la cantidad de Trescientos Un Mil Doscientos Setenta y Cinco Euros con Treinta y Cinco Céntimos (301.275,35 ?), para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de Doscientos Setenta y Un Mil Ciento Cuarenta y Siete Euros con Ochenta y Dos Céntimos (271.147,82 ?), correspondiente al 90% de la financiación de la misma,","271147.8200","30127.5300","La Consejería de Sanidad y Servicios Sociales aportará la cantidad de Doscientos Setenta y Un Mil Ciento Cuarenta y Siete Euros con Ochenta y Dos Céntimos (271.147,82 ?)","2020-01-01","2020-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero hasta el 31 de diciembre de 2020, la vigencia del convenio de colaboración suscrito el día 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de PLASENCIA, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica","2019-12-20","Mérida","2020-05-28",""
"20190487","Corporaciones Locales","","ADENDA MODIFICACIÓN MONTIJO SERVICIOS SOCIALE 2019","Primera. Modificación de la cláusula tercera ?Financiación y compromisos económicos que asumen cada una de las partes?. Se modifica el punto 1 de la cláusula tercera denominada ?Financiación y compromisos económicos que asumen cada una de las partes?, relativo a los compromisos económicos que asume la Junta de Extremadura, que queda redactado como sigue: TERCERA. FINANCIACIÓN Y COMPROMISOS ECONÓMICOS QUE ASUMEN CADA UNA DE LAS PARTES. 1. La Junta de Extremadura, a través de la Consejería de Sanidad y Políticas Sociales, aporta a la financiación del presente convenio la cantidad de ciento sesenta y dos mil noventa euros con cincuenta y dos centimos (162.090,52 ?), correspondiente al 99% de la financiación del mismo, con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2019, en la aplicación presupuestaria 11.03.252B.460.00, en el superproyecto de gasto 2016.11.03.9001 ?Servicios Sociales? y código de proyecto de gasto 2016.11.003.0001.00 ?Servicios Sociales de Atención Social Básica?, financiado con fondos procedentes de la comunidad autónoma y en el superproyecto de gasto 2006.14.04.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002.0007.00 ?Otras prestaciones básicas de servicios sociales?, cofinanciado con fondos procedentes del Ministerio de Sanidad, Consumo y Bienestar Social para el desarrollo de prestaciones básicas de servicios sociales de corporaciones locales. Segunda. Modificación de la cláusula octava ?Difusión y publicidad?. Se modifica la cláusula octava denominada ?Difusión y publicidad?, que queda redactado como sigue: OCTAVA. DIFUSIÓN Y PUBLICIDAD. En el material impreso, así como en la difusión que el Ayuntamiento haga del desarrollo de la prestación objeto del convenio, deberá hacer constar la colaboración de la Consejería de Sanidad y Servicios Sociales, para lo que se estará a lo dispuesto en el Decreto 7/2002, de 29 de enero, de la Imagen Corporativa de la Junta de Extremadura, así como del Ministerio de Sanidad, Consumo y Bienestar Social, debiendo figurar expresamente sus respectivos logotipos. En el tratamiento de los datos que se obtengan del desarrollo de la prestación objeto del presente convenio estará sometida a lo dispuesto en la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales. Tercera. Ámbito de aplicación del acuerdo de modificación. Para todas aquellas cuestiones que no queden modificadas a través del presente acuerdo, se estará a lo dispuesto en el texto del Convenio de Colaboración suscrito el 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de Montijo, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica.","Sanidad y Servicios Sociales","SEPAD","","Modificación de la cláusula tercera ?Financiación y compromisos económicos que asumen cada una de las partes?. Se modifica el punto 1 de la cláusula tercera denominada ?Financiación y compromisos económicos que asumen cada una de las partes?, relativo a los compromisos económicos que asume la Junta de Extremadura, que queda redactado como sigue: TERCERA. FINANCIACIÓN Y COMPROMISOS ECONÓMICOS QUE ASUMEN CADA UNA DE LAS PARTES. 1. La Junta de Extremadura, a través de la Consejería de Sanidad y Políticas Sociales, aporta a la financiación del presente convenio la cantidad de ciento sesenta y dos mil noventa euros con cincuenta y dos centimos (162.090,52 ?), correspondiente al 99% de la financiación del mismo, con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2019, en la aplicación presupuestaria 11.03.252B.460.00, en el superproyecto de gasto 2016.11.03.9001 ?Servicios Sociales? y código de proyecto de gasto 2016.11.003.0001.00 ?Servicios Sociales de Atención Social Básica?, financiado con fondos procedentes de la comunidad autónoma y en el superproyecto de gasto 2006.14.04.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002.0007.00 ?Otras prestaciones básicas de servicios sociales?, cofinanciado con fondos procedentes del Ministerio de Sanidad, Consumo y Bienestar Social para el desarrollo de prestaciones básicas de servicios sociales de corporaciones locales.",".0000",".0000","","2019-01-01","2019-12-31","2","","2019-12-16","Mérida","2020-06-12",""
"20190488","Corporaciones Locales","","ADENDA MODIFICACIÓN NAVALMORAL MATA SERV SOCIAL 19","Primera. Modificación de la cláusula tercera ?Financiación y compromisos económicos que asumen cada una de las partes?. Se modifica el punto 1 de la cláusula tercera denominada ?Financiación y compromisos económicos que asumen cada una de las partes?, relativo a los compromisos económicos que asume la Junta de Extremadura, que queda redactado como sigue: TERCERA. FINANCIACIÓN Y COMPROMISOS ECONÓMICOS QUE ASUMEN CADA UNA DE LAS PARTES. 1. La Junta de Extremadura, a través de la Consejería de Sanidad y Políticas Sociales, aporta a la financiación del presente convenio la cantidad de ciento sesenta y dos mil noventa euros con cincuenta y dos centimos (162.090,52 ?), correspondiente al 99% de la financiación del mismo, con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2019, en la aplicación presupuestaria 11.03.252B.460.00, en el superproyecto de gasto 2016.11.03.9001 ?Servicios Sociales? y código de proyecto de gasto 2016.11.003.0001.00 ?Servicios Sociales de Atención Social Básica?, financiado con fondos procedentes de la comunidad autónoma y en el superproyecto de gasto 2006.14.04.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002.0007.00 ?Otras prestaciones básicas de servicios sociales?, cofinanciado con fondos procedentes del Ministerio de Sanidad, Consumo y Bienestar Social para el desarrollo de prestaciones básicas de servicios sociales de corporaciones locales. Segunda. Modificación de la cláusula octava ?Difusión y publicidad?. Se modifica la cláusula octava denominada ?Difusión y publicidad?, que queda redactado como sigue: OCTAVA. DIFUSIÓN Y PUBLICIDAD. En el material impreso, así como en la difusión que el Ayuntamiento haga del desarrollo de la prestación objeto del convenio, deberá hacer constar la colaboración de la Consejería de Sanidad y Servicios Sociales, para lo que se estará a lo dispuesto en el Decreto 7/2002, de 29 de enero, de la Imagen Corporativa de la Junta de Extremadura, así como del Ministerio de Sanidad, Consumo y Bienestar Social, debiendo figurar expresamente sus respectivos logotipos. En el tratamiento de los datos que se obtengan del desarrollo de la prestación objeto del presente convenio estará sometida a lo dispuesto en la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales. Tercera. Ámbito de aplicación del acuerdo de modificación. Para todas aquellas cuestiones que no queden modificadas a través del presente acuerdo, se estará a lo dispuesto en el texto del Convenio de Colaboración suscrito el 2 de enero de 2019 entre la Consejería de Sanidad y Políticas Sociales de la Junta de Extremadura y el Ayuntamiento de Navalmoral de la Mata, en la prestación de información, valoración y orientación de los servicios sociales de atención social básica.","Sanidad y Servicios Sociales","SEPAD","","Modificación de la cláusula tercera ?Financiación y compromisos económicos que asumen cada una de las partes?. Se modifica el punto 1 de la cláusula tercera denominada ?Financiación y compromisos económicos que asumen cada una de las partes?, relativo a los compromisos económicos que asume la Junta de Extremadura, que queda redactado como sigue: TERCERA. FINANCIACIÓN Y COMPROMISOS ECONÓMICOS QUE ASUMEN CADA UNA DE LAS PARTES. 1. La Junta de Extremadura, a través de la Consejería de Sanidad y Políticas Sociales, aporta a la financiación del presente convenio la cantidad de ciento sesenta y dos mil noventa euros con cincuenta y dos centimos (162.090,52 ?), correspondiente al 99% de la financiación del mismo, con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2019, en la aplicación presupuestaria 11.03.252B.460.00, en el superproyecto de gasto 2016.11.03.9001 ?Servicios Sociales? y código de proyecto de gasto 2016.11.003.0001.00 ?Servicios Sociales de Atención Social Básica?, financiado con fondos procedentes de la comunidad autónoma y en el superproyecto de gasto 2006.14.04.9001 ?Prestaciones Básicas de Servicios Sociales de Corporaciones Locales?, código de proyecto de gasto 2006.14.002.0007.00 ?Otras prestaciones básicas de servicios sociales?, cofinanciado con fondos procedentes del Ministerio de Sanidad, Consumo y Bienestar Social para el desarrollo de prestaciones básicas de servicios sociales de corporaciones locales.",".0000",".0000","","2019-01-01","2019-12-31","2","","2019-12-16","Mérida","2020-06-12",""
"20200067","Entidades privadas españolas o extranjeras","","ADEND RESOLUC FUN IBERDROLA INMERS LINGÜÍSTI PROFE","Que dada la situación actual de crisis sanitaria que estamos atravesando, y sobre la que no sabemos lo que puede durar en el tiempo, y ante la imposibilidad de que estos programas se puedan llevar a cabo con unas garantías mínimas de calidad y seguridad, dando cumplimiento a lo establecido en la estipulación séptima, se resuelve de manera anticipada el Convenio entre la Consejería de Educación y Empleo de la Junta de Extremadura y la Fundación Iberdrola España para la realización de dos programas de Inmersión lingüística dirigidos al profesorado de Extremadura.","Educación y Empleo","","","",".0000",".0000","Que dada la situación actual de crisis sanitaria que estamos atravesando, y sobre la que no sabemos lo que puede durar en el tiempo, y ante la imposibilidad de que estos programas se puedan llevar a cabo con unas garantías mínimas de calidad y seguridad, dando cumplimiento a lo establecido en la estipulación séptima, se resuelve de manera anticipada el Convenio entre la Consejería de Educación y Empleo de la Junta de Extremadura y la Fundación Iberdrola España para la realización de dos programas de Inmersión lingüística dirigidos al profesorado de Extremadura.","2020-02-12","2020-06-04","2","Que dada la situación actual de crisis sanitaria que estamos atravesando, y sobre la que no sabemos lo que puede durar en el tiempo, y ante la imposibilidad de que estos programas se puedan llevar a cabo con unas garantías mínimas de calidad y seguridad, dando cumplimiento a lo establecido en la estipulación séptima, se resuelve de manera anticipada el Convenio entre la Consejería de Educación y Empleo de la Junta de Extremadura y la Fundación Iberdrola España para la realización de dos programas de Inmersión lingüística dirigidos al profesorado de Extremadura.","2020-06-04","Mérida","2020-06-17",""
